date,sales,market_trend
2020-02-19,90.46679176143138,0.3174371433218814
2020-02-20,136.59657042013762,-0.0029101648724387807
2020-02-21,105.72621690172342,0.4212557815294776
2020-02-22,159.85572865786176,0.9440912695649772
2020-02-23,187.9851031458398,0.37039126562639824
2020-02-24,58.11433782866486,0.3460366733654154
2020-02-25,190.2434301751701,2.488307031977279
2020-02-26,110.37237766011988,4.21585020207799
2020-02-27,162.50117776431526,4.652173871752023
2020-02-28,60.62982797469872,4.690177349920223
2020-02-29,110.75832578445899,4.810208676638484
2020-03-01,202.88666869313553,5.423726649368901
2020-03-02,101.01485420672269,4.400934084170496
2020-03-03,71.14287983777362,4.143557546747151
2020-03-04,152.270743105504,2.4749734728695616
2020-03-05,105.39844153589534,2.874196595474841
2020-03-06,72.52597266179811,3.521392535177582
2020-03-07,97.65333402303452,3.038206072878208
2020-03-08,139.78052316650113,4.612192836168241
2020-03-09,168.9075376462709,3.3864271731658997
2020-03-10,111.03437502369529,1.9220522929560795
2020-03-11,82.16103286750585,2.1465041115160517
2020-03-12,182.2875087539154,3.1936024141282062
2020-03-13,99.41380026671918,4.877530105586075
2020-03-14,73.53990499739547,4.418645842717135
2020-03-15,103.66582054520597,5.497326676148431
2020-03-16,123.79154451729585,5.458818206647724
2020-03-17,147.91707452879342,5.286190906706904
2020-03-18,130.0424082029096,6.169850844193576
2020-03-19,68.16754317103684,6.822173722606996
2020-03-20,147.2924770728479,5.245781565622746
2020-03-21,188.4172075563943,6.722321915348642
2020-03-22,195.54173227820405,8.102413269496093
2020-03-23,122.66604890337959,7.476850567986564
2020-03-24,198.79015510569496,7.872654101423973
2020-03-25,140.9140485676928,8.366684287706711
2020-03-26,196.03772698078072,8.627358053530617
2020-03-27,93.16118804532783,8.077052899685198
2020-03-28,183.28442947076033,7.405429531747146
2020-03-29,65.40744897565696,7.3798754607557004
2020-03-30,101.53024428784425,8.552604480015065
2020-03-31,88.65281314449102,9.096204634609498
2020-04-01,195.77515329220273,8.725590302523392
2020-04-02,132.89726248711548,9.497289013171736
2020-04-03,73.01913849498928,6.6487463925416606
2020-04-04,94.14077909130144,7.797512092913764
2020-04-05,109.26218206133906,6.057798314135664
2020-04-06,123.38334520029143,5.695357372732532
2020-04-07,98.50426631334184,4.5756874781063885
2020-04-08,160.6249432157591,3.2810060023854826
2020-04-09,165.74537373298844,4.4418327897640015
2020-04-10,96.86555570074238,3.97413158845211
2020-04-11,162.9854869650907,4.320635470182825
2020-04-12,193.10516538255027,4.273714891303642
2020-04-13,63.22458882017435,4.750755718526763
2020-04-14,67.34375515564155,4.827577609587019
2020-04-15,204.46266227734415,3.5445853853984493
2020-04-16,165.5813080844762,4.5408522048455895
2020-04-17,89.69969048712103,4.047095621684277
2020-04-18,199.81780740633823,2.490513723024526
2020-04-19,77.93565677425049,2.0623985620586134
2020-04-20,153.0532365341296,3.5631583526929242
2020-04-21,105.1705446404822,4.413380094806417
2020-04-22,187.2875790591351,4.0647279603985575
2020-04-23,126.40433776731994,3.715470256080129
2020-04-24,159.5208187537575,3.3938352048627465
2020-04-25,115.63702001874158,5.470583188423587
2020-04-26,159.7529395742222,5.85251864065514
2020-04-27,195.86857544388866,6.28256028784621
2020-04-28,206.98392566325163,7.312843741878052
2020-04-29,93.09898827972522,7.551632900904566
2020-04-30,100.21376135270825,7.292590755083863
2020-05-01,77.32824295366513,7.096240905998885
2020-05-02,135.44243116620623,7.024639646584821
2020-05-03,150.55632408616776,6.987417410074979
2020-05-04,92.66991982169112,7.715046953711959
2020-05-05,130.78321649330164,7.766992839519259
2020-05-06,109.89621223398701,8.499632916734837
2020-05-07,127.0089051892751,8.418916336626255
2020-05-08,199.1212935173111,8.497551526942345
2020-05-09,93.23337538893438,6.499350842410237
2020-05-10,93.3451489877547,7.415678517112719
2020-05-11,173.4566125102279,7.762166993010712
2020-05-12,109.56776416573103,8.760177102870363
2020-05-13,149.67860217663699,5.863921724676674
2020-05-14,95.78912477838857,7.952296429457402
2020-05-15,140.89933021957202,7.812706801302228
2020-05-16,194.00921676199005,8.920889618039745
2020-05-17,158.11878268073423,7.8809836909142135
2020-05-18,195.2280262642568,8.493757595976783
2020-05-19,187.33694581444217,7.440342032803127
2020-05-20,93.44553964667755,6.816573072107322
2020-05-21,187.5538060899231,8.730604425974107
2020-05-22,182.66174348678175,8.53992202521076
2020-05-23,69.76935019356807,8.757354898390483
2020-05-24,169.8766245803769,9.627422629079238
2020-05-25,203.98356503115122,10.123104517051843
2020-05-26,129.09016994374946,10.273523422195419
2020-05-27,118.19643773001236,10.638484424661645
2020-05-28,126.30236681582902,13.04190000989992
2020-05-29,185.4079556412026,12.984281212866334
2020-05-30,163.51320266031527,13.1853802595813
2020-05-31,180.61810634159264,14.236034655588913
2020-06-01,129.72266516776767,15.341560588546898
2020-06-02,119.82687763594367,16.52859089410728
2020-06-03,79.93074225765719,17.167321116136463
2020-06-04,107.03425755893987,16.02431620340598
2020-06-05,198.13742208037996,17.657747735707076
2020-06-06,199.24023437718301,16.51140234268839
2020-06-07,181.34269301923229,16.81403780792742
2020-06-08,169.4447965911481,16.059761957908062
2020-06-09,181.5465436923471,15.99562361131507
2020-06-10,149.64793293710025,16.32438602161855
2020-06-11,181.74896295459095,16.645743237068825
2020-06-12,70.849632388972,17.06766399130411
2020-06-13,198.949939899422,18.681375260362756
2020-06-14,123.04988416020134,19.134909561876736
2020-06-15,156.1494638607075,18.89075292658609
2020-06-16,198.24867770552953,19.854840094874447
2020-06-17,216.34752441450215,21.04431058379909
2020-06-18,195.4460027227589,19.816702768662097
2020-06-19,199.54411138078513,20.414102838511955
2020-06-20,122.64184915446985,21.115275580822853
2020-06-21,137.73921482515732,20.81771207746286
2020-06-22,192.8362071896976,22.19341889077448
2020-06-23,214.93282506049692,22.043363303741955
2020-06-24,108.0290672655671,22.168939757213497
2020-06-25,94.1249326485743,21.995867932929627
2020-06-26,139.22042006888734,22.011446980511096
2020-06-27,186.31552840162507,20.915171893615895
2020-06-28,168.41025653770345,19.4751210110216
2020-06-29,209.5046033838816,21.06962607424657
2020-06-30,214.59856786280739,20.222664725928244
2020-07-01,167.6921489130624,19.231272376471935
2020-07-02,194.7853454892061,17.077882262868222
2020-07-03,140.87815656181937,16.43892051517872
2020-07-04,163.9705811175475,15.115830721771221
2020-07-05,74.06261815914239,16.757845881907592
2020-07-06,219.15426670550403,17.767662971250225
2020-07-07,218.24552579172143,17.0795126260725
2020-07-08,161.33639446911292,19.33194843141681
2020-07-09,218.42687180526545,20.313713918408403
2020-07-10,219.51695688407375,19.98888253489978
2020-07-11,167.60664880577826,17.489476820026205
2020-07-12,123.69594668700275,19.780419392616945
2020-07-13,199.78484966079102,18.39084692585335
2020-07-14,110.87335687664321,16.745448178896456
2020-07-15,153.961467500551,17.768018610906097
2020-07-16,176.04918071503266,20.20777101724537
2020-07-17,201.13649571916685,21.592043835755888
2020-07-18,83.223411728626,22.155952955808246
2020-07-19,114.3099279757093,22.750707297473532
2020-07-20,171.39604370937437,23.60412285625384
2020-07-21,79.48175819526861,24.363051446040608
2020-07-22,216.56707071575997,24.644242870009982
2020-07-23,162.65198056996667,24.74844397396186
2020-07-24,184.73648707378652,24.685850846062337
2020-07-25,132.8205895599254,23.93188625719566
2020-07-26,185.90428737792496,23.651211180328886
2020-07-27,74.98757989418995,21.958254366133502
2020-07-28,202.0704664920144,21.859914739338752
2020-07-29,121.15294657160743,20.871323632187835
2020-07-30,213.23501955011824,19.767734314972063
2020-07-31,110.31668486166038,19.947628466125543
2020-08-01,82.39794195733532,21.339630752470143
2020-08-02,172.47879030525536,22.257947358472457
2020-08-03,220.55922939056572,20.68744675484928
2020-08-04,121.63925871546613,19.69781861827894
2020-08-05,204.71887779923142,20.638589806267156
2020-08-06,221.79808617823164,19.656102412728846
2020-08-07,127.87688340595138,19.43146926273182
2020-08-08,193.95526905300832,19.98152136175637
2020-08-09,190.03324270717124,19.013176906892735
2020-08-10,149.11080397337702,19.118552413038696
2020-08-11,187.18795247374726,17.78452691812049
2020-08-12,178.26468784760397,17.183159274169277
2020-08-13,158.3410097514846,17.502941208311814
2020-08-14,186.41691785915629,15.909947474780145
2020-08-15,173.49241186162962,16.350422212740543
2020-08-16,167.56749146717138,16.330784413813863
2020-08-17,220.6421564013166,16.88327436823101
2020-08-18,202.71640640688034,17.10718850229567
2020-08-19,184.790241243968,18.471328932269515
2020-08-20,156.86366068998566,18.59655343491742
2020-08-21,128.93666453964912,18.16714789379217
2020-08-22,143.00925260499255,18.28944539682445
2020-08-23,108.08142471537634,18.83274342586084
2020-08-24,217.15318071749417,18.881603496186546
2020-08-25,96.22452047537939,18.92219518739043
2020-08-26,123.29544387041074,18.220203499583672
2020-08-27,223.36595080131724,17.557302582032722
2020-08-28,203.43604118418244,16.15469731023303
2020-08-29,211.505714952448,17.904274053419968
2020-08-30,210.57497205691607,16.660410818028684
2020-08-31,220.64381246575203,15.967505620232776
2020-09-01,203.7122361644852,15.249098354663579
2020-09-02,108.78024315600969,16.14402273160802
2020-09-03,190.84783346058433,15.84907305331599
2020-09-04,194.91500711583166,17.096815125989725
2020-09-05,97.98176417673659,16.423324501745856
2020-09-06,114.04810471564384,16.70231866396966
2020-09-07,185.11402882225516,15.866971610709902
2020-09-08,127.17953660362546,18.01212073848329
2020-09-09,84.24462818415837,16.824522319453777
2020-09-10,103.3093037056011,17.134343029680803
2020-09-11,103.37356332703847,17.768119910612903
2020-09-12,97.43740722488631,18.1819190080644
2020-09-13,106.50083559288417,17.996631349186693
2020-09-14,173.56384864208712,17.866810649453267
2020-09-15,104.62644660085708,17.910622121432375
2020-09-16,187.68862971485322,17.763620119803885
2020-09-17,137.7503982470217,18.727499236598796
2020-09-18,124.8117524775849,20.938022238190147
2020-09-19,223.87269270402945,20.380530453182313
2020-09-20,80.93321924109411,19.010727473603236
2020-09-21,111.99333242075646,18.922445425251983
2020-09-22,126.05303259221918,21.5021547629063
2020-09-23,94.11232012189544,20.69848019493657
2020-09-24,123.17119539339366,22.33759700038064
2020-09-25,194.2296588075015,24.01529781445708
2020-09-26,83.2877107821692,23.461709572749086
2020-09-27,176.3453517524921,24.030692651934363
2020-09-28,201.40258217069263,25.6590892750629
2020-09-29,114.45940250610118,25.27996153407541
2020-09-30,101.51581324513701,25.07638117397305
2020-10-01,170.57181489128757,24.494700260024405
2020-10-02,123.62740796508761,23.47994352933154
2020-10-03,172.68259300409767,22.830665984265533
2020-10-04,176.73737056288147,21.606725717503277
2020-10-05,193.7917412129829,21.640809185762503
2020-10-06,144.8457055429022,20.87083595470386
2020-10-07,205.89926415807142,21.104621866494607
2020-10-08,95.95241768082919,19.54872622029098
2020-10-09,103.00516675039474,19.87960645250544
2020-10-10,132.0575120228414,20.71313541411436
2020-10-11,136.1094541710691,18.719399771542907
2020-10-12,145.16099388477642,19.09345634139048
2020-10-13,182.2121318704319,20.32112533386377
2020-10-14,102.2628688512444,19.111484315172564
2020-10-15,192.31320556713325,20.78405670201027
2020-10-16,110.36314277469711,21.203075711376314
2020-10-17,164.4126812471827,20.498063855617907
2020-10-18,205.46182177445243,20.4422947779602
2020-10-19,208.51056516295154,21.00062169048192
2020-10-20,95.55891223567448,21.076627081894333
2020-10-21,182.6068638321306,21.615383074340702
2020-10-22,215.65442080830923,20.694709481261334
2020-10-23,121.70158403664392,20.864070305297414
2020-10-24,117.74835440597614,19.450355808392434
2020-10-25,104.79473282151824,19.339129747043735
2020-10-26,177.84072020481568,18.435222105578944
2020-10-27,128.8863174937087,17.699692162989177
2020-10-28,91.93152564229322,18.935785338199615
2020-10-29,138.97634562088106,20.027095458793884
2020-10-30,214.02077841595948,20.63623357970106
2020-10-31,136.06482503015013,19.543920815028482
2020-11-01,115.10848648216722,19.22751236533368
2020-11-02,99.15176380677515,20.440610065312864
2020-11-03,144.19465805474528,20.582326978952768
2020-11-04,87.23717029281224,22.901656518934463
2020-11-05,223.2793016036294,23.294974358328833
2020-11-06,221.3210530857238,23.487023474818866
2020-11-07,194.36242585345036,23.177907010616366
2020-11-08,222.40342103694547,23.31144791539865
2020-11-09,171.44403978207984,23.158978079018105
2020-11-10,177.48428325041084,23.867086755706694
2020-11-11,145.52415261913393,24.823789072501278
2020-11-12,111.56364908103384,24.03779961199333
2020-11-13,165.60277384443467,22.706566658435552
2020-11-14,130.64152813314962,20.870361285332255
2020-11-15,142.67991318642996,21.378352612244797
2020-11-16,204.71793025891344,20.27498600607092
2020-11-17,229.755580620572,18.122095413118437
2020-11-18,137.79286555665874,18.5106740176494
2020-11-19,137.82978636765458,21.00367353508219
2020-11-20,165.86634436921378,20.997602623542296
2020-11-21,128.90254089210939,21.83609339799394
2020-11-22,149.9383772821776,21.917922756541504
2020-11-23,94.97385490026183,21.81903310335036
2020-11-24,134.00897512215582,22.73810958633813
2020-11-25,181.04373933854643,22.447835042149478
2020-11-26,88.07814895495571,22.71522735622138
2020-11-27,133.11220539168224,23.036925162417393
2020-11-28,140.14591008374205,22.368834708774344
2020-11-29,188.17926448080865,23.360877058310866
2020-11-30,85.21227004715283,23.185917301615458
2020-12-01,183.2449282615815,22.430172142122615
2020-12-02,86.27724061737608,22.966681985693018
2020-12-03,189.3092086222304,22.068214003901982
2020-12-04,196.34083379818765,22.09639516127111
2020-12-05,174.37211768157718,22.087276164626907
2020-12-06,127.40306182295032,23.173171730458485
2020-12-07,179.43366778701585,23.647869963338437
2020-12-08,135.4639371525748,23.622843004593292
2020-12-09,132.49387151245455,24.44060930379358
2020-12-10,224.5234724734426,25.83081685281089
2020-12-11,93.55274165621955,26.388627159162752
2020-12-12,194.58168069529157,26.398979779006133
2020-12-13,204.61029123892223,25.087143546655973
2020-12-14,186.63857494906392,24.0220298835806
2020-12-15,227.66653350128854,23.716805179225933
2020-12-16,225.69416858471766,23.10729297706665
2020-12-17,200.7214819019522,22.920321674081205
2020-12-18,143.74847516900132,22.976971598978313
2020-12-19,99.77515011521115,23.506664353335044
2020-12-20,172.80150848319255,23.436165575275954
2020-12-21,138.82755202874856,23.922667219102156
2020-12-22,170.85328252080114,23.987141633912277
2020-12-23,197.8787017413177,22.011675067558407
2020-12-24,142.90381148523653,21.072339673739652
2020-12-25,103.92861356039222,20.928252118018037
2020-12-26,207.95310978744024,19.71855737517693
2020-12-27,217.97730199978105,20.318486105173132
2020-12-28,221.00119204348383,21.849236937516828
2020-12-29,210.0247817772094,23.067998789214144
2020-12-30,139.0480730721328,22.854555918283936
2020-12-31,203.07106781186548,24.345282055133886
2021-01-01,82.0937678923765,24.493949512336
2021-01-02,115.1161752219138,24.15686354121796
2021-01-03,177.13829172092457,23.54346087767702
2021-01-04,207.16011932197517,23.240991191188893
2021-01-05,199.18165996967076,22.852814372647664
2021-01-06,129.20291562057406,23.02323059502315
2021-01-07,170.22388824312395,23.183804576073015
2021-01-08,198.2445798175535,23.18685059622643
2021-01-09,210.26499233580725,23.62378876597278
2021-01-10,97.28512780145836,24.814435040759122
2021-01-11,150.3049882296251,25.763989176200447
2021-01-12,103.32457564688684,24.279091207750543
2021-01-13,174.34389209119962,21.725170072848588
2021-01-14,157.3629396118112,22.659489984087863
2021-01-15,225.38172026917576,21.292611285672443
2021-01-16,167.40023613486784,21.06784588377976
2021-01-17,110.4184892914963,19.897732857720403
2021-01-18,150.43648183261723,18.095752420140382
2021-01-19,128.45421586264698,18.63721514834517
2021-01-20,175.47169349677424,19.396370308647818
2021-01-21,225.48891686087205,18.8198599079211
2021-01-22,166.5058880914092,16.22881761577619
2021-01-23,120.52260933536105,15.682573167523708
2021-01-24,181.53908275012034,16.074377172926255
2021-01-25,114.55531050340697,14.595465604152126
2021-01-26,182.57129477317795,14.778825523931282
2021-01-27,104.5870377475364,14.763515674758287
2021-01-28,91.6025416246406,15.342807174359375
2021-01-29,150.6178086126122,15.462387542773529
2021-01-30,181.6328409294443,14.489318601891974
2021-01-31,115.64764080290907,15.685890103556465
2021-02-01,219.66221047046474,15.527360530529496
2021-02-02,228.67655217916254,15.500055991019563
2021-02-03,177.69066818555302,14.566788031946366
2021-02-04,82.70456075559194,14.123505780754856
2021-02-05,150.7182321645459,13.238703066727956
2021-02-06,85.73168469689763,13.065757006804533
2021-02-07,97.74492064625053,14.777465486946877
2021-02-08,105.75794231523338,13.40556434401552
2021-02-09,161.7707520154042,11.79200294613878
2021-02-10,83.783352067154,13.263173273632388
2021-02-11,209.79574479961008,13.053849596480521
2021-02-12,165.80793255053896,12.384776857820604
2021-02-13,221.81991766624895,13.42468154521668
2021-02-14,205.83170250149243,12.819066005479817
2021-02-15,114.84328941936764,14.645075719026753
2021-02-16,182.8546807912203,15.323001590366022
2021-02-17,93.86587899654471,14.83509018222032
2021-02-18,148.87688642288467,16.99239839548582
2021-02-19,146.88770546573394,16.386683472482485
2021-02-20,155.89833852843645,17.12877884449179
2021-02-21,124.90878802208606,17.42807142489828
2021-02-22,125.9190563654262,18.72981271429708
2021-02-23,110.92914598474906,20.29132391102393
2021-02-24,222.93905931379442,20.323328060089697
2021-02-25,93.94879879364825,19.569910189743513
2021-02-26,176.95836687264108,20.02988233268263
2021-02-27,127.96776600624584,19.35216696293052
2021-02-28,211.97699865697564,21.365554210457145
2021-03-01,116.98606729428107,21.50208954153988
2021-03-02,162.9949743944474,21.13676799022777
2021-03-03,172.00372244049132,21.32144829609268
2021-03-04,90.01231392205742,19.974322006562982
2021-03-05,175.02075133531454,19.00270796805233
2021-03-06,172.0290371828518,20.203121875996757
2021-03-07,197.03717397357408,19.54622759702536
2021-03-08,187.04516422259775,18.49931661434342
2021-03-09,217.05301045114567,19.035969366870706
2021-03-10,140.06071518644214,20.221673521533702
2021-03-11,196.0682809616078,20.94062683219877
2021-03-12,157.07571031555378,21.936674518004587
2021-03-13,202.0830057928761,21.179879429435125
2021-03-14,103.09016994374947,19.75806876269328
2021-03-15,220.09720532382127,21.25940241464877
2021-03-16,183.10411449410475,20.936722575806634
2021-03-17,181.1109000208726,20.685889559351587
2021-03-18,118.11756447554976,22.014083701200644
2021-03-19,178.12411043460642,22.570313710601305
2021-03-20,119.13054047945064,23.02620148268291
2021-03-21,94.13685719632072,25.191203827583994
2021-03-22,195.14306317617744,24.547685597203852
2021-03-23,95.14916101459619,25.475525725285088
2021-03-24,105.15515331165867,25.532538850182174
2021-03-25,181.16104267184463,25.80113112904543
2021-03-26,187.1668317039233,27.32959955545796
2021-03-27,112.17252302084466,27.837435311747583
2021-03-28,99.1781192396307,28.375731390797217
2021-03-29,195.18362298126615,29.448238728107018
2021-03-30,144.18903687058938,29.083285998564133
2021-03-31,166.19436353618306,28.244076331225127
2021-04-01,194.1996056102645,27.199267137204092
2021-04-02,168.20476572857612,25.23291054782809
2021-04-03,223.20984653027543,27.289117677768413
2021-04-04,101.2148506578252,26.18590931204673
2021-04-05,182.2197807568833,25.964655688460958
2021-04-06,222.22463947619235,25.687842388572037
2021-04-07,229.2294294674697,25.995249086381136
2021-04-08,158.2341533852964,26.810986298920433
2021-04-09,91.23881388700697,27.671459787280178
2021-04-10,110.24341363257855,27.08838234871124
2021-04-11,210.24795528452006,26.921260634924828
2021-04-12,134.25244150776118,27.203840585413126
2021-04-13,165.25687496954149,26.955149459229578
2021-04-14,193.26125833929905,28.56249503524957
2021-04-15,226.26559428855944,29.05346998688782
2021-04-16,199.2698854908242,29.788347772937637
2021-04-17,151.27413462145967,30.45122904160505
2021-04-18,181.27834435758515,31.624702899090373
2021-04-19,222.28251737796174,31.80572445779408
2021-04-20,107.28665636288046,30.508892509838233
2021-04-21,205.2907639940506,30.908580461590876
2021-04-22,135.29484295448802,30.25722356779905
2021-04-23,226.2988959284033,29.728606886049292
2021-04-24,139.30292560108995,30.314970904804387
2021-04-25,121.30693465881244,31.55325397623802
2021-04-26,191.31092578869428,31.574525552974084
2021-04-27,124.31490167860608,31.883358565573047
2021-04-28,224.31886501705347,33.585573510208285
2021-04-29,204.3228184930652,33.826326689696856
2021-04-30,215.32676479608088,36.42800980387725
2021-05-01,157.33070661583915,36.993519449508796
2021-05-02,228.33464664226537,35.23275669035298
2021-05-03,158.3385875653597,35.98609831145751
2021-05-04,91.34253207508488,36.36725669634029
2021-05-05,156.34648286125423,37.65700945042304
2021-05-06,227.3504426134195,38.330190801693
2021-05-07,89.35441402075885,38.191734817709225
2021-05-08,223.35839977196474,36.96743658141986
2021-05-09,219.36240255513187,36.758413324133834
2021-05-10,109.36642505764523,35.90789286992453
2021-05-11,204.3704699660681,35.32736942011981
2021-05-12,87.37453996603007,35.91594782454042
2021-05-13,111.37863774211512,37.585852328891825
2021-05-14,165.38276597774978,37.980523858714804
2021-05-15,218.38692735509127,36.78464079667962
2021-05-16,191.39112455491585,37.22924346489976
2021-05-17,147.3953602565069,38.42587495154541
2021-05-18,168.39963713754346,37.81609204722603
2021-05-19,227.40395787398853,37.68207488055311
2021-05-20,153.40832513997768,37.696763075282306
2021-05-21,127.41274160770743,36.91186476220007
2021-05-22,214.41720994732418,37.560145196043926
2021-05-23,118.42173282681257,37.439197047436146
2021-05-24,152.42631291188462,37.858729491343176
2021-05-25,101.43095286586855,36.971237313541074
2021-05-26,190.43565534959768,36.53377901321766
2021-05-27,173.44042302129978,37.25616037104543
2021-05-28,172.445258536486,36.88332721895367
2021-05-29,101.45016454784052,38.610291070187074
2021-05-30,121.45514370510978,38.21065488457247
2021-05-31,208.4601986549922,38.435339610324355
2021-06-01,223.46533204102784,39.36793044219745
2021-06-02,208.47054650348818,37.949564709264415
2021-06-03,140.47584467926617,36.18875589728364
2021-06-04,230.48122920176644,34.66309958271355
2021-06-05,143.48670270079526,35.92568368614073
2021-06-06,209.49226780245138,35.37382554024828
2021-06-07,187.49792712901615,37.932024825916535
2021-06-08,83.50368329884462,37.36777722725915
2021-06-09,213.5095389262562,37.55232853045619
2021-06-10,174.5154966214258,39.094438483024064
2021-06-11,195.52155899027505,41.10053137118319
2021-06-12,138.52772863436377,43.162034947819585
2021-06-13,199.5340081507814,44.37040117841273
2021-06-14,216.540400132039,45.39446370422419
2021-06-15,140.546907165961,45.98699065342537
2021-06-16,126.55353183557746,46.76535172959201
2021-06-17,143.56027671901654,46.21416601326348
2021-06-18,129.56714438939673,45.395967129841175
2021-06-19,231.57413741472018,45.392592672430226
2021-06-20,162.58125835776502,45.2224080499053
2021-06-21,200.58850977597916,44.769180000578025
2021-06-22,229.59589422137336,45.46556744803474
2021-06-23,102.60341424041496,46.42087265660525
2021-06-24,228.61107237392187,46.5092795428971
2021-06-25,129.6188711569566,47.98680962395236
2021-06-26,131.62681311872058,46.845120509818855
2021-06-27,96.63490078244891,46.65146105053914
2021-06-28,225.64313666530506,45.93463872993634
2021-06-29,83.65152327827607,44.06810211286328
2021-06-30,199.6600631260679,43.98542142702058
2021-07-01,136.66875870700105,43.863673918637296
2021-07-02,200.67761251290642,45.37712366187943
2021-07-03,85.68662702902145,46.00793534643421
2021-07-04,226.69580473388677,44.983748522105
2021-07-05,94.7051480992426,46.83784108843919
2021-07-06,156.714659589926,48.05887478396454
2021-07-07,98.72434166376794,48.64097248743315
2021-07-08,184.73419677149116,48.41448838858332
2021-07-09,199.74422735660778,47.45504915185984
2021-07-10,90.75443585531761,47.082842375788786
2021-07-11,204.7648246964066,48.17159099549297
2021-07-12,174.77539630114563,50.05617730142758
2021-07-13,172.78615308318967,51.59942082969977
2021-07-14,218.79709744847705,51.11057140791349
2021-07-15,142.80823179512936,49.99095397462448
2021-07-16,110.81955851335148,50.13184022153568
2021-07-17,183.8310799853319,48.363400855972834
2021-07-18,123.84279858514347,48.68656857015762
2021-07-19,227.85471667864468,48.53896598385895
2021-07-20,223.86683662338066,48.072929481990705
2021-07-21,128.87916076848532,46.47822641472391
2021-07-22,117.89169145458335,46.99182652129363
2021-07-23,216.90443101369252,46.45912568163172
2021-07-24,164.91738176912673,45.28920884592143
2021-07-25,197.93054603539903,42.41694663263978
2021-07-26,129.94392611812532,42.38943172758914
2021-07-27,92.95752431392809,44.16168332425889
2021-07-28,138.9713429103409,45.82294253880676
2021-07-29,112.9853841857129,45.36584628222049
2021-07-30,191.99965040911405,44.76363422185871
2021-07-31,88.01414384024037,45.23240847793373
2021-08-01,202.02886672932,44.23402303874544
2021-08-02,116.04382131701915,44.535814938564904
2021-08-03,201.0590098343491,45.301895216949596
2021-08-04,148.07443450257287,46.528828440833905
2021-08-05,229.09009753311287,46.42867436435395
2021-08-06,94.10600112745867,46.225000614176984
2021-08-07,168.12214747707526,45.347018027420425
2021-08-08,109.13853876331183,44.52013767338057
2021-08-09,146.1551771573107,44.29365878147904
2021-08-10,169.17206481991698,44.661024288295216
2021-08-11,142.18920390158846,45.57460891452847
2021-08-12,110.20659654230604,44.77142996384812
2021-08-13,181.22424487148456,46.26411853280764
2021-08-14,188.24215100788396,45.992994931765075
2021-08-15,182.2603170595211,45.97162763741664
2021-08-16,212.27874512358196,45.224415958268814
2021-08-17,232.29743728633403,42.800175697995876
2021-08-18,138.31639562303968,43.68422109435693
2021-08-19,89.33562219786937,44.42106499144936
2021-08-20,178.35511906381586,44.13973743433115
2021-08-21,216.37488826260855,44.20672815155602
2021-08-22,185.39493182462846,44.72266736926012
2021-08-23,86.41525176882357,43.16012151237358
2021-08-24,106.4358501026247,42.631068835027286
2021-08-25,136.45672882186187,43.42533351464911
2021-08-26,166.47788991068117,42.171044091479864
2021-08-27,228.49933534146194,42.46460202364649
